owner,name,sshUrl,url,baseRepo,baseRef,baseRefPrefix,headRepo,headRef,headRefPrefix,title,number,state,draft,files,createdAt,publishedAt,mergedAt,closedAt,groupId,artifactId,version
javalin,javalin,ssh://git@github.com:javalin/javalin.git,https://github.com/javalin/javalin,javalin/javalin,master,refs/heads/,Incognitowski/javalin-fork,master,refs/heads/,GH-1546 Added .sse method to HttpClient for to improve testing capabilities,1549,OPEN,False,11,2022-05-23,2022-05-23,,,io.javalin,javalin-testtools,5.0.0-SNAPSHOT
OpenFeign,feign,ssh://git@github.com:OpenFeign/feign.git,https://github.com/OpenFeign/feign,OpenFeign/feign,master,refs/heads/,wplong11/feign,1565,refs/heads/,Support kotlin coroutines,1706,OPEN,False,9,2022-07-31,2022-07-31,,,io.github.openfeign,feign-core,11.10-SNAPSHOT
redis,jedis,ssh://git@github.com:redis/jedis.git,https://github.com/redis/jedis,redis/jedis,master,refs/heads/,VictoryWangCN/jedis,master,refs/heads/,Issue #3093: Fix NPE when stream pending message is discarded,3094,OPEN,False,2,2022-08-03,2022-08-03,,,redis.clients,jedis,4.3.0-SNAPSHOT
redis,jedis,ssh://git@github.com:redis/jedis.git,https://github.com/redis/jedis,redis/jedis,master,refs/heads/,s-sathish/jedis,tdigest,refs/heads/,Added support for TDIGEST commands,3063,OPEN,False,12,2022-07-08,2022-07-08,,,redis.clients,jedis,4.3.0-SNAPSHOT
redis,jedis,ssh://git@github.com:redis/jedis.git,https://github.com/redis/jedis,redis/jedis,master,refs/heads/,sazzad16/jedis,search-args,refs/heads/,[WIP] Re-work RediSearch with Jedis-style params,3061,OPEN,True,21,2022-07-07,2022-07-07,,,redis.clients,jedis,4.3.0-SNAPSHOT
redis,jedis,ssh://git@github.com:redis/jedis.git,https://github.com/redis/jedis,redis/jedis,master,refs/heads/,s-sathish/jedis,master,refs/heads/,Fix return value of HRANDFIELD With Values when count is negative #3017,3049,OPEN,False,14,2022-06-23,2022-06-23,,,redis.clients,jedis,4.3.0-SNAPSHOT
redis,jedis,ssh://git@github.com:redis/jedis.git,https://github.com/redis/jedis,redis/jedis,master,refs/heads/,ihaohong/jedis,reset,refs/heads/,Support RESET command (#2952),3015,OPEN,False,4,2022-06-04,2022-06-04,,,redis.clients,jedis,4.3.0-SNAPSHOT
stanfordnlp,CoreNLP,ssh://git@github.com:stanfordnlp/CoreNLP.git,https://github.com/stanfordnlp/CoreNLP,stanfordnlp/CoreNLP,dev,refs/heads/,stanfordnlp/CoreNLP,linked_properties,refs/heads/,Linked properties,1290,OPEN,False,7,2022-07-29,2022-07-29,,,edu.stanford.nlp,stanford-corenlp,4.4.0
rest-assured,rest-assured,ssh://git@github.com:rest-assured/rest-assured.git,https://github.com/rest-assured/rest-assured,rest-assured/rest-assured,master,refs/heads/,TaewanKimmmm/rest-assured,master,refs/heads/,Fix typos in Javadoc,1616,OPEN,False,2,2022-07-28,2022-07-28,,,io.rest-assured,rest-assured,5.1.2-SNAPSHOT
rest-assured,rest-assured,ssh://git@github.com:rest-assured/rest-assured.git,https://github.com/rest-assured/rest-assured,rest-assured/rest-assured,master,refs/heads/,Kerry-G/rest-assured,patch-1,refs/heads/,Update RequestSpecification.java,1605,OPEN,False,1,2022-06-21,2022-06-21,,,io.rest-assured,rest-assured,5.1.2-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,PicnicSupermarket/error-prone,rossendrijver/suggestions_as_warnings,refs/heads/,Introduce command-line flag `-Xep:AllSuggestionsAsWarnings`,3301,OPEN,False,4,2022-06-29,2022-06-29,,,com.google.errorprone,error_prone_check_api,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,schlosna/error-prone,ds/3220,refs/heads/,ImmutableChecker handles null types,3267,OPEN,False,3,2022-06-15,2022-06-15,,,com.google.errorprone,error_prone_check_api,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,jingjing-0919/error-prone,main,refs/heads/,fix issue#2518,3234,OPEN,False,10,2022-05-29,2022-05-29,,,com.google.errorprone,error_prone_check_api,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,jingjing-0919/error-prone,master,refs/heads/,fix issue #2709,3150,OPEN,False,10,2022-04-24,2022-04-24,,,com.google.errorprone,error_prone_check_api,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,PicnicSupermarket/error-prone,rossendrijver/suggestions_as_warnings,refs/heads/,Introduce command-line flag `-Xep:AllSuggestionsAsWarnings`,3301,OPEN,False,4,2022-06-29,2022-06-29,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,google/error-prone,test_456501408,refs/heads/,Subtypes of Immutable classes should be consistently regarded as immutable.,3286,OPEN,False,3,2022-06-23,2022-06-23,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,schlosna/error-prone,ds/3220,refs/heads/,ImmutableChecker handles null types,3267,OPEN,False,3,2022-06-15,2022-06-15,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,google/error-prone,test_421045944,refs/heads/,Update regex static analysis:,3240,OPEN,False,3,2022-06-01,2022-06-01,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,jingjing-0919/error-prone,main,refs/heads/,fix issue#2518,3234,OPEN,False,10,2022-05-29,2022-05-29,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,bzy-debug/error-prone,prbranch,refs/heads/,exclude record attribute,3233,OPEN,False,1,2022-05-29,2022-05-29,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,jingjing-0919/error-prone,master,refs/heads/,fix issue #2709,3150,OPEN,False,10,2022-04-24,2022-04-24,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
google,error-prone,ssh://git@github.com:google/error-prone.git,https://github.com/google/error-prone,google/error-prone,master,refs/heads/,bzy-debug/error-prone,master,refs/heads/,no fix suggestion to lamda,3149,OPEN,False,1,2022-04-24,2022-04-24,,,com.google.errorprone,error_prone_core,HEAD-SNAPSHOT
brettwooldridge,HikariCP,ssh://git@github.com:brettwooldridge/HikariCP.git,https://github.com/brettwooldridge/HikariCP,brettwooldridge/HikariCP,dev,refs/heads/,liamsorsby/HikariCP,add-transaction-last-commited-for-informix-support,refs/heads/,[#1950] Adds support for TRANSACTION_CURSOR_STABILITY and TRANSACTION_LAST_COMMITTED,1952,OPEN,False,1,2022-07-14,2022-07-14,,,com.zaxxer,HikariCP,5.0.2-SNAPSHOT
brettwooldridge,HikariCP,ssh://git@github.com:brettwooldridge/HikariCP.git,https://github.com/brettwooldridge/HikariCP,brettwooldridge/HikariCP,dev,refs/heads/,ashok-square/HikariCP,mxbean-issuspended,refs/heads/,Expose whether pool is suspended in MXBean,1940,OPEN,True,2,2022-05-26,2022-05-26,,,com.zaxxer,HikariCP,5.0.2-SNAPSHOT
brettwooldridge,HikariCP,ssh://git@github.com:brettwooldridge/HikariCP.git,https://github.com/brettwooldridge/HikariCP,brettwooldridge/HikariCP,dev,refs/heads/,gontard/HikariCP,mysql-75615-workaround,refs/heads/,Fix communication failures with aws-secretsmanager-jdbc,1932,OPEN,False,1,2022-05-02,2022-05-02,,,com.zaxxer,HikariCP,5.0.2-SNAPSHOT
dropwizard,metrics,ssh://git@github.com:dropwizard/metrics.git,https://github.com/dropwizard/metrics,dropwizard/metrics,release/4.2.x,refs/heads/,dropwizard/metrics,heapdump-servlet,refs/heads/,Add HeapDumpServlet to take heap dumps of running applications,2603,OPEN,True,11,2022-04-28,2022-04-28,,,io.dropwizard.metrics,metrics-servlets,4.2.11-SNAPSHOT
jhy,jsoup,ssh://git@github.com:jhy/jsoup.git,https://github.com/jhy/jsoup,jhy/jsoup,master,refs/heads/,mister2063/jsoup,patch-1,refs/heads/,Update Wikipedia.java,1821,OPEN,False,1,2022-08-02,2022-08-02,,,org.jsoup,jsoup,1.15.3-SNAPSHOT
jhy,jsoup,ssh://git@github.com:jhy/jsoup.git,https://github.com/jhy/jsoup,jhy/jsoup,master,refs/heads/,chibenwa/jsoup,ISSUE-1773,refs/heads/,Implement buffer recycling for CharacterReader,1800,OPEN,False,7,2022-07-01,2022-07-01,,,org.jsoup,jsoup,1.15.3-SNAPSHOT
jhy,jsoup,ssh://git@github.com:jhy/jsoup.git,https://github.com/jhy/jsoup,jhy/jsoup,master,refs/heads/,LoveCany/jsoup,html5-safelist,refs/heads/,Implement Html5 safelist,1784,OPEN,False,2,2022-05-28,2022-05-28,,,org.jsoup,jsoup,1.15.3-SNAPSHOT
jhy,jsoup,ssh://git@github.com:jhy/jsoup.git,https://github.com/jhy/jsoup,jhy/jsoup,master,refs/heads/,JeffXiesk/jsoup,master3,refs/heads/,Add a new method for querying the n th matching elements / fix #1104,1759,OPEN,False,1,2022-04-24,2022-04-24,,,org.jsoup,jsoup,1.15.3-SNAPSHOT
jhy,jsoup,ssh://git@github.com:jhy/jsoup.git,https://github.com/jhy/jsoup,jhy/jsoup,master,refs/heads/,MVP-D77/jsoup-CS304,master,refs/heads/,FixBug of jsoup Inconsistent Handling Of Duplicate Attributes #1719,1750,OPEN,False,3,2022-04-23,2022-04-23,,,org.jsoup,jsoup,1.15.3-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,Vyom-Yadav/checkstyle,kill-new-mutations-AbstractFileSetCheck-3,refs/heads/,Issue #12017: Kill surviving mutations in AbstractFileSetCheck related to custom message keys,12031,OPEN,False,6,2022-08-04,2022-08-04,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,Vyom-Yadav/checkstyle,kill-new-mutations-AbstractFileSetCheck-2,refs/heads/,Issue #12017: Kill surviving mutations in AbstractFileSetCheck related to fileExtensions,12030,OPEN,False,2,2022-08-04,2022-08-04,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,Vyom-Yadav/checkstyle,kill-new-mutations-AbstractFileSetCheck-1,refs/heads/,Issue #12017: Kill surviving mutations in AbstractFileSetCheck related to initializing members,12026,OPEN,False,2,2022-08-03,2022-08-03,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,Vyom-Yadav/checkstyle,kill-new-mutations-AbstractCheck-3,refs/heads/,Issue #12017: Kill surviving mutations in AbstractCheck related to tokens,12023,OPEN,False,2,2022-08-02,2022-08-02,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,pbludov/checkstyle,issue-11865-simplify-regexp,refs/heads/,Issue #11865: solve regexp can be simplified,12014,OPEN,False,100,2022-08-01,2022-08-01,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,stoyanK7/checkstyle,issue/11821-RequireThisCheck-handle-try-with-resource,refs/heads/,Issue #11821: RequireThisCheck now handles try-with resources,12001,OPEN,False,6,2022-07-28,2022-07-28,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,jknair0/checkstyle,add-sarif-format-to-ant-task,refs/heads/,Issue #11985: sarif formatter option added to ant task,11986,OPEN,False,6,2022-07-25,2022-07-25,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,Vyom-Yadav/checkstyle,killSurvivingMutationInVariableDeclarationUsageDistanceCheck-8,refs/heads/,Issue #11720: Kill surviving mutation in VariableDeclarationUsageDistanceCheck in getFirstNodeInsideIfBlock,11972,OPEN,False,4,2022-07-23,2022-07-23,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,stoyanK7/checkstyle,issue/11605-fix-false-positive-generic-constructor-InvalidJavadocPosition,refs/heads/,Issue #11605: Fix false positive for generic constructor without access modifier in InvalidJavadocPosition,11926,OPEN,False,5,2022-07-20,2022-07-20,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,cs304-2022/checkstyle,as23415672-2,refs/heads/,Issue #11569: Fixed the false negative in the rule ClassMemberImplied…,11676,OPEN,False,5,2022-05-28,2022-05-28,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,cs304-2022/checkstyle,issue11643,refs/heads/,Issue #11643 Solved UnnecessaryParentheses: false negative on unnecessary parenthesis,11673,OPEN,False,3,2022-05-27,2022-05-27,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,Vyom-Yadav/checkstyle,falseNegVariableDeclarationUsageDistance,refs/heads/,Issue #11335: Fix false negative in VariableDeclarationDistanceUsage,11672,OPEN,False,9,2022-05-26,2022-05-26,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,rnveach/checkstyle,a_issue_11651_2,refs/heads/,Issue #11651: splits xpath it to be based on test tier,11661,OPEN,False,100,2022-05-21,2022-05-21,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,rnveach/checkstyle,a_fixes_5,refs/heads/,Issue #11604: allows 3rd parties to expand module identification,11644,OPEN,False,3,2022-05-15,2022-05-15,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,yrfang/checkstyle,issue11230-fallthrough,refs/heads/,Issue #11230: Add Labeled_STAT token type in FallThroughCheck,11632,OPEN,False,3,2022-05-12,2022-05-12,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,rnveach/checkstyle,issue_11604_3,refs/heads/,Issue #11604: separates detail ast from xpath,11617,OPEN,False,16,2022-05-08,2022-05-08,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
checkstyle,checkstyle,ssh://git@github.com:checkstyle/checkstyle.git,https://github.com/checkstyle/checkstyle,checkstyle/checkstyle,master,refs/heads/,cs304-2022/checkstyle,NoWhiteSpaceAfterTYPECAST,refs/heads/,Issue #7624: Updated doc for NoWhitespaceAfter,11577,OPEN,False,4,2022-04-24,2022-04-24,,,com.puppycrawl.tools,checkstyle,10.4-SNAPSHOT
jvm-profiling-tools,async-profiler,ssh://git@github.com:jvm-profiling-tools/async-profiler.git,https://github.com/jvm-profiling-tools/async-profiler,jvm-profiling-tools/async-profiler,master,refs/heads/,pnf/async-profiler,await,refs/heads/,add support for asychronous invocation stacks,606,OPEN,False,10,2022-06-04,2022-06-04,,,tools.profiler,async-profiler,2.8.3
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-28785-fix-dead-lock,refs/heads/,[FLINK-28785][network] Hybrid shuffle consumer thread and upstream thread may have deadlock,20456,OPEN,False,7,2022-08-04,2022-08-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,yunfengzhou-hub/flink,FLINK-28639,refs/heads/,[FLINK-28639][Runtime/Checkpointing] Preserve consistency of events from subtask to OC,20454,OPEN,False,32,2022-08-04,2022-08-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,WencongLiu/flink,dev_operation_apis,refs/heads/,[FLINK-28162][sql-gateway]Introduce the operation related API for REST endpoint,20451,OPEN,False,39,2022-08-04,2022-08-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-27908-fix-backlog,refs/heads/,[FLINK-27908][network] HsSubpartitionView should calculate backlog no less than true value,20445,OPEN,False,2,2022-08-04,2022-08-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-28701,refs/heads/,[FLINK-28701][runtime] Minimize the explosion range during failover for hybrid shuffle,20429,OPEN,False,65,2022-08-03,2022-08-03,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-28781-hs-compression,refs/heads/,[FLINK-28781][network] Hybrid Shuffle should support compression,20426,OPEN,False,16,2022-08-02,2022-08-02,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,Myasuka/flink,ttl-full-scan,refs/heads/,[FLINK-28732][state] Deprecate ambiguous StateTTLConfig#cleanFullSnapshot API,20421,OPEN,False,7,2022-08-02,2022-08-02,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,pltbkd/flink,FLIP-248-hive,refs/heads/,[FLINK-28711] Hive connector implements SupportsDynamicFiltering interface,20415,OPEN,False,27,2022-08-02,2022-08-02,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,snuyanzin/flink,update_junit,refs/heads/,[FLINK-28768][tests][testinfrastructure] Update junit to 5.9.0,20410,OPEN,False,5,2022-08-01,2022-08-01,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,take-it-out/flink,feature/rocksdb_native_full_snapshot,refs/heads/,[FLINK-28699][StateBackend] Native rocksdb full snapshot in non-incremental checkpointing,20399,OPEN,True,13,2022-07-31,2022-07-31,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,pltbkd/flink,FLIP-248-runtime,refs/heads/,[FLINK-28709] Implement dynamic filtering operators,20374,OPEN,False,18,2022-07-27,2022-07-27,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,wsry/flink,FLINK-28380,refs/heads/,[FLINK-28380][runtime] Produce one intermediate dataset for multiple consumer job vertices consuming the same data,20351,OPEN,False,55,2022-07-25,2022-07-25,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,wsry/flink,FLINK-28663,refs/heads/,[FLINK-28663][runtime] Allow multiple downstream consumer job vertices sharing the same intermediate dataset at scheduler side,20350,OPEN,False,41,2022-07-25,2022-07-25,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,rkhachatryan/flink,f28647,refs/heads/,[FLINK-28647] Remove separate error handling and adjust documentation for CLAIM mode + RocksDB native savepoint,20346,OPEN,False,4,2022-07-22,2022-07-22,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-28623,refs/heads/,[FLINK-28623][network] Optimize the use of off heap memory by blocking and hybrid shuffle reader,20333,OPEN,False,10,2022-07-21,2022-07-21,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,yunfengzhou-hub/flink,FLINK-26029,refs/heads/,[FLINK-28606][Runtime/Checkpointing] Preserve consistency of OperatorEvent from OperatorCoordinator to subtasks,20275,OPEN,False,25,2022-07-14,2022-07-14,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,gaborgsomogyi/flink,FLINK-25910,refs/heads/,[FLINK-25910][runtime][security] Propagate obtained delegation tokens to TaskManagers,20265,OPEN,False,17,2022-07-13,2022-07-13,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,ljz2051/flink,Flink-28515,refs/heads/,[FLINK-28515][checkpoint]Try to clean up localSnapshot files after checkpoint aborted,20249,OPEN,False,2,2022-07-12,2022-07-12,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,1996fanrui/flink,28474/channel-satte-result-not-fail-after-abort,refs/heads/,[FLINK-28474][checkpoint] Simplify the ChannelStateWriterImpl due to concurrent unaligned checkpoint isn't supported,20233,OPEN,False,4,2022-07-09,2022-07-09,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,X-czh/flink,FLINK-25371,refs/heads/,[FLINK-25371] Include data port as part of the host info for subtask detail panel on Web UI,20232,OPEN,False,2,2022-07-09,2022-07-09,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-28399-with-go,refs/heads/,[FLINK-28399] Refactor CheckedThread to accept runnable via constructor,20229,OPEN,False,41,2022-07-08,2022-07-08,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,fredia/flink,FLINK-27693,refs/heads/,[FLINK-27693][state] Support local recovery for non-materialized part,20217,OPEN,False,38,2022-07-08,2022-07-08,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,JackWangCS/flink,add-hbase-delegation-provider,refs/heads/,[FLINK-25909][runtime][security] Add HBaseDelegationTokenProvider,20206,OPEN,False,4,2022-07-08,2022-07-08,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,atris/flink,substate_metrics,refs/heads/,[FLINK-27473] Introduce Generic Metrics For Job States,20187,OPEN,False,10,2022-07-06,2022-07-06,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,darenwkt/flink,master,refs/heads/,[FLINK-28411] - Error Handling for OperatorCoordinatorHolder which may fail Session Cluster,20186,OPEN,False,2,2022-07-06,2022-07-06,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,reswqa/flink,FLINK-28326,refs/heads/,[FLINK-28326][runtime] fix unstable test ResultPartitionTest.testIdleAndBackPressuredTime.,20157,OPEN,False,2,2022-07-04,2022-07-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,zoltar9264/flink,FLINK-27155,refs/heads/,[FLINK-27155][changelog] Reduce multiple reads to the same Changelog …,20152,OPEN,False,28,2022-07-04,2022-07-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,1996fanrui/flink,26803/merge-channel-file,refs/heads/,[FLINK-26803][checkpoint] Merging channel state files,20151,OPEN,False,29,2022-07-04,2022-07-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,Sxnan/flink,FLINK-27524,refs/heads/,[FLINK-27524][datastream] Introduce cache API to DataStream,20147,OPEN,False,34,2022-07-04,2022-07-04,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,1996fanrui/flink,community_CI,refs/heads/,Just for CI,20137,OPEN,False,30,2022-07-02,2022-07-02,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
apache,flink,ssh://git@github.com:apache/flink.git,https://github.com/apache/flink,apache/flink,master,refs/heads/,zoltar9264/flink,FLINK-28178,refs/heads/,[FLINK-28178][runtime-web] Show the delegated StateBackend and whethe…,20103,OPEN,False,14,2022-06-29,2022-06-29,,,org.apache.flink,flink-runtime,1.16-SNAPSHOT
